Accession,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Highest mean condition,Lowest mean condition,Description,20170831_UDMSE_CONTROL_R001,20170831_UDMSE_CONTROL_R002,20170831_UDMSE_CONTROL_R003,20170831_UDMSE_INFECTED_R001,20170831_UDMSE_INFECTED_R002,20170831_UDMSE_INFECTED_R003,20170831_UDMSE_CONTROL_raw_R001,20170831_UDMSE_CONTROL_raw_R002,20170831_UDMSE_CONTROL_raw_R003,20170831_UDMSE_INFECTED__raw_R001,20170831_UDMSE_INFECTED_raw_R002,20170831_UDMSE_INFECTED_raw_003
A0A0D9S8R1,7,5,68.3167,2.15E-05,4.9E-05,1.582498151,1,C,I,Parkinsonism associated deglycase OS=Chlorocebus sabaeus GN=PARK7 PE=4 SV=1,35004.44186,36417.83064,34044.41257,22402.10116,22098.5538,22145.0375,35004.44186,36417.83064,34044.41257,22402.10116,22098.5538,22145.0375
A0A0D9S330,2,2,13.2925,2.19E-05,4.9E-05,1.604370657,1,C,I,BCL2 associated X_ apoptosis regulator OS=Chlorocebus sabaeus GN=BAX PE=4 SV=1,36673.66935,38135.86072,38835.01743,24181.26815,23349.5476,23303.53105,36673.66935,38135.86072,38835.01743,24181.26815,23349.5476,23303.53105
REVERSE17354,3,3,17.3816,2.2E-05,4.9E-05,1.34540718,1,I,C,Reversed Sequence 17354,42794.54248,41061.26267,41486.84317,55841.15026,56186.57014,56609.17856,42794.54248,41061.26267,41486.84317,55841.15026,56186.57014,56609.17856
A0A0D9R1V5;A0A0D9R0D1,22,11,113.9284,2.23E-05,4.9E-05,1.694806034,1,C,I,Myoferlin OS=Chlorocebus sabaeus GN=MYOF PE=4 SV=1,222674.3887,229507.3882,240307.9373,134393.0287,137585.1603,136617.0723,222674.3887,229507.3882,240307.9373,134393.0287,137585.1603,136617.0723
A0A0D9RGR6,5,2,29.791,2.24E-05,4.9E-05,2.004997406,1,C,I,Reelin OS=Chlorocebus sabaeus GN=RELN PE=4 SV=1,13140.51651,13490.39149,13976.99538,6420.439192,6948.317588,6884.587825,13140.51651,13490.39149,13976.99538,6420.439192,6948.317588,6884.587825
A0A0D9S0B5;A0A0D9S0B4,12,8,89.2939,2.34E-05,5.07E-05,1.520142141,1,C,I,Beta-glucuronidase OS=Chlorocebus sabaeus PE=3 SV=1,67366.57305,69530.24639,71405.32652,45413.39433,46406.68406,45207.99305,67366.57305,69530.24639,71405.32652,45413.39433,46406.68406,45207.99305
A0A0D9RJH7,6,1,28.6427,2.42E-05,5.1E-05,2.648576454,1,C,I,Lysine demethylase 5C OS=Chlorocebus sabaeus GN=KDM5C PE=4 SV=1,16039.71315,16162.30167,16664.47448,5740.382241,6637.470647,6072.242906,16039.71315,16162.30167,16664.47448,5740.382241,6637.470647,6072.242906
A0A0D9RUV2,2,1,9.0846,2.42E-05,5.1E-05,50.82525931,1,I,C,LIM domains containing 1 OS=Chlorocebus sabaeus GN=LIMD1 PE=4 SV=1,62.8632489,56.25562716,84.22111325,3508.264061,4158.211742,2668.331882,62.8632489,56.25562716,84.22111325,3508.264061,4158.211742,2668.331882
A0A0D9S7N5,14,11,118.1355,2.44E-05,5.1E-05,1.384940445,1,I,C,Adenylyl cyclase-associated protein OS=Chlorocebus sabaeus GN=CAP1 PE=3 SV=1,95551.58248,93500.11368,92586.21436,127240.3112,132243.7686,130567.6533,95551.58248,93500.11368,92586.21436,127240.3112,132243.7686,130567.6533
A0A0D9R7Z3,15,12,180.3939,2.46E-05,5.1E-05,1.81577666,1,C,I,Prosaposin OS=Chlorocebus sabaeus GN=PSAP PE=4 SV=1,579077.9335,560330.9192,594903.6898,308180.3723,316217.8102,330737.2044,579077.9335,560330.9192,594903.6898,308180.3723,316217.8102,330737.2044
A0A0D9R3F9,5,3,28.5108,2.57E-05,5.23E-05,1.624910995,1,I,C,Atlastin GTPase 3 OS=Chlorocebus sabaeus GN=ATL3 PE=4 SV=1,7576.23931,7476.175274,7192.974749,11710.12559,12070.13406,12366.51808,7576.23931,7476.175274,7192.974749,11710.12559,12070.13406,12366.51808
A0A0D9S801,2,1,11.0571,2.58E-05,5.23E-05,1.462341419,1,C,I,Serine and arginine rich splicing factor 4 OS=Chlorocebus sabaeus GN=SRSF4 PE=4 SV=1,10748.16419,11243.27974,10772.92663,7352.662349,7459.423991,7593.331527,10748.16419,11243.27974,10772.92663,7352.662349,7459.423991,7593.331527
A0A0D9RYD0,9,4,46.9536,2.71E-05,5.43E-05,7.196623768,1,I,C,Eukaryotic translation initiation factor 3 subunit B OS=Chlorocebus sabaeus GN=EIF3B PE=3 SV=1,11801.16301,10652.46312,14169.78929,81384.70738,91432.67125,90747.56319,11801.16301,10652.46312,14169.78929,81384.70738,91432.67125,90747.56319
A0A0D9RBL8,7,3,31.3146,2.78E-05,5.47E-05,2.050915528,1,C,I,AP complex subunit beta OS=Chlorocebus sabaeus GN=AP1B1 PE=3 SV=1,61364.98217,62329.78026,63645.79227,32170.63354,30353.69492,28820.51345,61364.98217,62329.78026,63645.79227,32170.63354,30353.69492,28820.51345
A0A0D9R2F9,5,1,40.227,2.8E-05,5.47E-05,2.221954726,1,C,I,RAB39B_ member RAS oncogene family OS=Chlorocebus sabaeus GN=RAB39B PE=4 SV=1,8211.283333,8908.594916,9293.860805,3936.507541,3925.843095,4025.262891,8211.283333,8908.594916,9293.860805,3936.507541,3925.843095,4025.262891
A0A0D9RBR7,15,6,89.1639,2.82E-05,5.47E-05,1.388784957,1,I,C,Trifunctional purine biosynthetic protein adenosine-3 OS=Chlorocebus sabaeus GN=GART PE=3 SV=1,15487.6164,15998.71043,16192.36969,22173.21825,22300.59738,21741.64086,15487.6164,15998.71043,16192.36969,22173.21825,22300.59738,21741.64086
A0A0D9RNH9,10,5,44.0889,2.85E-05,5.47E-05,1.661268516,1,I,C,Importin 9 OS=Chlorocebus sabaeus GN=IPO9 PE=4 SV=1,21675.24293,21746.16506,20741.93868,36606.80789,35616.14253,34369.59726,21675.24293,21746.16506,20741.93868,36606.80789,35616.14253,34369.59726
A0A0D9R7U3,6,1,39.54,2.88E-05,5.47E-05,8.189829724,1,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=3 SV=1,667.8432362,492.0732294,564.5699308,4557.494292,4433.279205,5132.476451,667.8432362,492.0732294,564.5699308,4557.494292,4433.279205,5132.476451
A0A0D9R6I3,2,1,9.5563,2.9E-05,5.47E-05,2.511897803,1,C,I,Xylosyltransferase 1 OS=Chlorocebus sabaeus GN=XYLT1 PE=4 SV=1,1021.612564,1126.381509,1133.095294,433.4316574,415.7746033,457.0130299,1021.612564,1126.381509,1133.095294,433.4316574,415.7746033,457.0130299
A0A0D9RAM5,6,2,33.0378,2.97E-05,5.55E-05,4.762902267,1,I,C,Transporter 1_ ATP binding cassette subfamily B member OS=Chlorocebus sabaeus GN=TAP1 PE=4 SV=1,1955.711389,1569.64572,1939.072058,8868.006313,8370.885722,8787.650028,1955.711389,1569.64572,1939.072058,8868.006313,8370.885722,8787.650028
REVERSE18585,3,3,17.4746,3.03E-05,5.6E-05,1.519691848,1,C,I,Reversed Sequence 18585,34900.09326,34403.91262,33529.05133,22170.50566,22208.80628,23287.73343,34900.09326,34403.91262,33529.05133,22170.50566,22208.80628,23287.73343
A0A0D9S0H6,10,4,71.5802,3.09E-05,5.6E-05,1.816236471,1,C,I,Solute carrier family 25 member 5 OS=Chlorocebus sabaeus GN=SLC25A5 PE=3 SV=1,24678.68939,24736.07967,23552.65949,13581.17097,13815.41671,12778.483,24678.68939,24736.07967,23552.65949,13581.17097,13815.41671,12778.483
A0A0D9R4Y2,8,4,40.7551,3.11E-05,5.6E-05,3.50979344,1,I,C,Deltex E3 ubiquitin ligase 3L OS=Chlorocebus sabaeus GN=DTX3L PE=4 SV=1,22297.83538,21742.19742,21455.95277,68827.24626,76653.01558,84397.11869,22297.83538,21742.19742,21455.95277,68827.24626,76653.01558,84397.11869
A0A0D9RB33,3,2,23.646,3.11E-05,5.6E-05,10.44599983,1,I,C,TAP binding protein OS=Chlorocebus sabaeus GN=TAPBP PE=4 SV=1,1723.667959,1572.497519,1266.060907,13884.32079,17095.04675,16677.64852,1723.667959,1572.497519,1266.060907,13884.32079,17095.04675,16677.64852
A0A0D9R0E2,11,7,77.6379,3.26E-05,5.81E-05,1.390855282,1,C,I,Septin 2 OS=Chlorocebus sabaeus GN=SEPT2 PE=3 SV=1,60452.04291,60318.57843,60585.61065,42651.62234,42886.14913,44854.10633,60452.04291,60318.57843,60585.61065,42651.62234,42886.14913,44854.10633
A0A0D9S8C1;A0A0D9S0D8,8,7,51.9338,3.74E-05,6.61E-05,2.231958746,1,C,I,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Chlorocebus sabaeus GN=DDOST PE=3 SV=1,100157.5397,98397.26865,102208.199,48452.61312,43437.82796,42862.50087,100157.5397,98397.26865,102208.199,48452.61312,43437.82796,42862.50087
A0A0D9RHW5,1,1,9.7322,3.83E-05,6.65E-05,1.874806997,1,C,I,Solute carrier family 33 member 1 OS=Chlorocebus sabaeus GN=SLC33A1 PE=4 SV=1,16911.47491,16724.323,16317.68297,9364.585561,8443.439774,8836.573783,16911.47491,16724.323,16317.68297,9364.585561,8443.439774,8836.573783
A0A0D9R2R3,5,2,17.9767,3.85E-05,6.65E-05,1.884028065,1,C,I,DIS3-like exonuclease 2 OS=Chlorocebus sabaeus GN=DIS3L2 PE=3 SV=1,14500.70828,14750.73675,14696.26136,8274.930486,7521.423672,7530.106419,14500.70828,14750.73675,14696.26136,8274.930486,7521.423672,7530.106419
REVERSE16532,2,1,15.328,3.87E-05,6.65E-05,1.288110456,1,C,I,Reversed Sequence 16532,51878.64549,51527.9041,52396.91846,39629.37095,40083.6639,41242.01777,51878.64549,51527.9041,52396.91846,39629.37095,40083.6639,41242.01777
A0A0D9RHS1,2,2,11.3286,4E-05,6.78E-05,1.79538664,1,I,C,Ribonucleotide reductase regulatory TP53 inducible subunit M2B OS=Chlorocebus sabaeus GN=RRM2B PE=4 SV=1,6333.334943,6436.206884,5898.860283,11399.93991,11222.25771,10894.80211,6333.334943,6436.206884,5898.860283,11399.93991,11222.25771,10894.80211
A0A0D9RI08,7,4,34.7201,4.07E-05,6.78E-05,2.373771199,1,I,C,Eukaryotic translation initiation factor 2 alpha kinase 2 OS=Chlorocebus sabaeus GN=EIF2AK2 PE=4 SV=1,4434.245129,3967.486947,3827.904715,9681.676147,9734.201145,9614.482299,4434.245129,3967.486947,3827.904715,9681.676147,9734.201145,9614.482299
A0A0D9R7C9,3,1,19.1392,4.07E-05,6.78E-05,1.369823815,1,C,I,Family with sequence similarity 3 member B OS=Chlorocebus sabaeus GN=FAM3B PE=4 SV=1,115863.7491,121996.8887,118000.5158,85926.81427,86309.25194,87550.00969,115863.7491,121996.8887,118000.5158,85926.81427,86309.25194,87550.00969
A0A0D9QYM3,2,2,12.0655,4.08E-05,6.78E-05,1.650959518,1,C,I,Nudix hydrolase 21 OS=Chlorocebus sabaeus GN=NUDT21 PE=4 SV=1,9947.661564,9739.435537,9851.018809,6140.875598,6079.393564,5671.214907,9947.661564,9739.435537,9851.018809,6140.875598,6079.393564,5671.214907
A0A0D9RYP7;A0A0D9R596;A0A0D9S4S7;A0A0D9QW62;A0A0D9RM26;A0A0D9RNG8,8,5,51.977,4.22E-05,6.92E-05,1.284689359,1,C,I,Ras-related C3 botulinum toxin substrate 1 (rho family_ small GTP binding protein Rac1) OS=Chlorocebus sabaeus GN=RAC1 PE=3 SV=1,45290.47081,43481.82577,44211.03898,34352.42788,34867.91659,34293.65652,45290.47081,43481.82577,44211.03898,34352.42788,34867.91659,34293.65652
A0A0D9RM87,12,7,72.9054,4.26E-05,6.92E-05,1.555031428,1,I,C,Acyl-CoA synthetase long-chain family member 4 OS=Chlorocebus sabaeus GN=ACSL4 PE=4 SV=1,87952.86238,87329.71853,93135.4527,141351.5395,136393.2947,139653.6439,87952.86238,87329.71853,93135.4527,141351.5395,136393.2947,139653.6439
A0A0D9S5N2,1,1,5.5897,4.27E-05,6.92E-05,3.567064399,1,C,I,Protein S100 OS=Chlorocebus sabaeus PE=3 SV=1,3653.14904,4577.123338,4087.117249,1168.19739,1130.849146,1154.042125,3653.14904,4577.123338,4087.117249,1168.19739,1130.849146,1154.042125
REVERSE1317,2,2,9.953,4.44E-05,7.03E-05,1.39688437,1,C,I,Reversed Sequence 1317,51260.36841,50463.02747,49310.36835,35348.67405,35796.67329,36976.53265,51260.36841,50463.02747,49310.36835,35348.67405,35796.67329,36976.53265
A0A0D9S0F7,3,1,13.6074,4.47E-05,7.03E-05,6.055082348,1,C,I,Malignant T-cell-amplified sequence OS=Chlorocebus sabaeus GN=MCTS1 PE=3 SV=1,2821.862646,2662.412327,3255.550496,546.1831759,423.8804471,473.3231001,2821.862646,2662.412327,3255.550496,546.1831759,423.8804471,473.3231001
REVERSE15480,2,2,18.8374,4.48E-05,7.03E-05,1.361412881,1,C,I,Reversed Sequence 15480,36317.221,36204.31539,35342.10223,25690.90706,26726.426,26811.85606,36317.221,36204.31539,35342.10223,25690.90706,26726.426,26811.85606
A0A0D9R795,6,3,33.6044,4.54E-05,7.03E-05,1.63294657,1,I,C,Dipeptidyl peptidase 3 OS=Chlorocebus sabaeus GN=DPP3 PE=3 SV=1,4752.302179,4600.157767,4615.554379,7550.664579,7319.543274,7938.813235,4752.302179,4600.157767,4615.554379,7550.664579,7319.543274,7938.813235
A0A0D9RDZ9,4,3,33.378,4.56E-05,7.03E-05,1.830812459,1,C,I,SH3 domain-binding glutamic acid-rich-like protein OS=Chlorocebus sabaeus GN=SH3BGRL PE=3 SV=1,30807.80293,32466.52038,33825.51724,17379.38131,18280.42756,17376.66687,30807.80293,32466.52038,33825.51724,17379.38131,18280.42756,17376.66687
A0A0D9S5A4,13,8,75.2193,4.56E-05,7.03E-05,1.531403372,1,I,C,Protein phosphatase 2 scaffold subunit Aalpha OS=Chlorocebus sabaeus GN=PPP2R1A PE=4 SV=1,25548.51189,25815.09508,27443.80711,40156.64186,40073.14318,40456.15461,25548.51189,25815.09508,27443.80711,40156.64186,40073.14318,40456.15461
A0A0D9R3L2,4,3,23.1891,4.73E-05,7.22E-05,1.467782409,1,C,I,Peroxidasin OS=Chlorocebus sabaeus GN=PXDN PE=4 SV=1,32424.86551,34492.39456,33593.85431,22450.55469,23224.84387,22802.81304,32424.86551,34492.39456,33593.85431,22450.55469,23224.84387,22802.81304
A0A0D9RGJ5,7,6,76.3,4.82E-05,7.27E-05,1.290635067,1,C,I,Ribosomal protein S14 OS=Chlorocebus sabaeus GN=RPS14 PE=3 SV=1,133894.7257,131097.81,135793.9199,102109.0692,103133.2466,105291.983,133894.7257,131097.81,135793.9199,102109.0692,103133.2466,105291.983
A0A0D9RZ38,1,1,6.7181,4.83E-05,7.27E-05,2.465948306,1,C,I,Ubiquitin fold modifier 1 OS=Chlorocebus sabaeus GN=UFM1 PE=4 SV=1,5362.026443,5770.388992,5025.849048,2070.846581,2214.351831,2267.357635,5362.026443,5770.388992,5025.849048,2070.846581,2214.351831,2267.357635
A0A0D9S294,33,20,288.6857,4.91E-05,7.31E-05,1.282883999,1,I,C,Heat shock protein 90 beta family member 1 OS=Chlorocebus sabaeus GN=HSP90B1 PE=3 SV=1,247135.4489,246873.4082,248927.3462,309429.4089,321409.827,322261.7317,247135.4489,246873.4082,248927.3462,309429.4089,321409.827,322261.7317
A0A0D9R6A2,6,4,44.3836,4.95E-05,7.31E-05,1.777516025,1,C,I,DEAD-box helicase 1 OS=Chlorocebus sabaeus GN=DDX1 PE=4 SV=1,193658.4406,203445.8385,212939.7837,115365.8381,111213.7423,116620.7364,193658.4406,203445.8385,212939.7837,115365.8381,111213.7423,116620.7364
A0A0D9RA46,8,1,64.0768,4.99E-05,7.31E-05,2.048803875,1,C,I,Eukaryotic translation initiation factor 4A2 OS=Chlorocebus sabaeus GN=EIF4A2 PE=3 SV=1,16755.12746,16790.20334,18675.50547,8367.252981,8743.661287,8377.536291,16755.12746,16790.20334,18675.50547,8367.252981,8743.661287,8377.536291
A0A0D9S9M0;A0A0D9RYK7;A0A0D9RYK5,44,6,651.8283,5.04E-05,7.31E-05,1.3628575,1,C,I,Actin beta OS=Chlorocebus sabaeus GN=ACTB PE=3 SV=1,366631.5207,374838.8788,387378.4991,278719.6816,274112.1881,275463.7511,366631.5207,374838.8788,387378.4991,278719.6816,274112.1881,275463.7511
A0A0D9RKR7,6,3,33.3176,5.05E-05,7.31E-05,1.883638117,1,C,I,DENN domain containing 4A OS=Chlorocebus sabaeus GN=DENND4A PE=4 SV=1,65137.31442,67125.23908,65337.59241,37154.28201,33195.97766,34553.19504,65137.31442,67125.23908,65337.59241,37154.28201,33195.97766,34553.19504
A0A0D9QXP9,13,9,138.1021,5.1E-05,7.31E-05,1.519119375,1,I,C,Albumin OS=Chlorocebus sabaeus GN=ALB PE=3 SV=1,259206.1306,241514.3193,242936.9255,377329.1934,375314.4153,377060.7186,259206.1306,241514.3193,242936.9255,377329.1934,375314.4153,377060.7186
A0A0D9RKN6,3,1,13.8327,5.12E-05,7.31E-05,1.484938135,1,C,I,Pleckstrin and Sec7 domain containing 2 OS=Chlorocebus sabaeus GN=PSD2 PE=4 SV=1,24230.07651,23442.61233,24823.36061,16587.40768,16385.73069,15847.78401,24230.07651,23442.61233,24823.36061,16587.40768,16385.73069,15847.78401
A0A0D9R736,4,3,20.4186,5.32E-05,7.51E-05,1.261738601,1,I,C,Ankyrin repeat and zinc finger domain containing 1 OS=Chlorocebus sabaeus GN=ANKZF1 PE=4 SV=1,96137.7778,95997.80526,99701.80407,123479.8542,122254.2972,122488.3453,96137.7778,95997.80526,99701.80407,123479.8542,122254.2972,122488.3453
A0A0D9RSE1,8,8,52.8108,5.37E-05,7.51E-05,1.780396087,1,C,I,Biliverdin reductase A OS=Chlorocebus sabaeus GN=BLVRA PE=3 SV=1,57247.45196,55623.05239,54490.90326,29584.92311,32234.50799,32182.91411,57247.45196,55623.05239,54490.90326,29584.92311,32234.50799,32182.91411
REVERSE7777,3,1,15.9728,5.38E-05,7.51E-05,2.014115703,1,C,I,Reversed Sequence 7777,5420.818134,5221.205264,5627.058376,2831.22222,2536.807324,2709.501329,5420.818134,5221.205264,5627.058376,2831.22222,2536.807324,2709.501329
A0A0D9RB74,2,1,19.347,5.52E-05,7.65E-05,3.203329462,1,I,C,Beta-2-microglobulin OS=Chlorocebus sabaeus GN=B2M PE=3 SV=1,4963.946328,4164.332632,4870.743842,14931.78712,14109.53374,15802.16132,4963.946328,4164.332632,4870.743842,14931.78712,14109.53374,15802.16132
A0A0D9S4Q5,5,4,51.4613,5.6E-05,7.71E-05,1.549670323,1,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,167154.4108,166374.1102,178226.6154,110636.4043,107976.6614,111621.7778,167154.4108,166374.1102,178226.6154,110636.4043,107976.6614,111621.7778
A0A0D9QVD0,5,5,29.8891,5.73E-05,7.82E-05,1.546577455,1,C,I,Enoyl-CoA hydratase 1 OS=Chlorocebus sabaeus GN=ECH1 PE=3 SV=1,46544.92702,46640.84443,44498.01242,28706.02895,29667.11442,30651.67944,46544.92702,46640.84443,44498.01242,28706.02895,29667.11442,30651.67944
REVERSE17689,9,7,53.156,5.79E-05,7.85E-05,1.365362692,1,I,C,Reversed Sequence 17689,101810.2336,106875.6686,105016.8633,142846.237,145244.1391,140227.6764,101810.2336,106875.6686,105016.8633,142846.237,145244.1391,140227.6764
REVERSE12014,3,1,20.5112,5.85E-05,7.88E-05,2.875178448,1,C,I,Reversed Sequence 12014,82135.45596,90095.69212,89103.25255,32950.95423,30394.67765,27547.64844,82135.45596,90095.69212,89103.25255,32950.95423,30394.67765,27547.64844
A0A0D9R493,5,1,32.859,5.96E-05,7.98E-05,2.865263225,1,C,I,Ubiquinol-cytochrome c reductase core protein II OS=Chlorocebus sabaeus GN=UQCRC2 PE=3 SV=1,18362.52675,16246.88971,19453.62573,6570.891498,6299.916476,5997.630258,18362.52675,16246.88971,19453.62573,6570.891498,6299.916476,5997.630258
A0A0D9RKR9,5,3,39.6543,6.06E-05,8.02E-05,1.576159688,1,C,I,Proteasome subunit beta type OS=Chlorocebus sabaeus GN=PSMB6 PE=3 SV=1,60417.61645,57971.46516,59605.62385,35954.49295,38370.7514,38604.11603,60417.61645,57971.46516,59605.62385,35954.49295,38370.7514,38604.11603
A0A0D9RIF8,64,43,472.7036,6.08E-05,8.02E-05,1.426053114,1,I,C,Filamin B OS=Chlorocebus sabaeus GN=FLNB PE=4 SV=1,350602.5141,350729.5454,339577.6623,478090.4929,503313.9537,502988.1035,350602.5141,350729.5454,339577.6623,478090.4929,503313.9537,502988.1035
REVERSE17307,12,3,76.3266,6.23E-05,8.16E-05,1.625589678,1,I,C,Reversed Sequence 17307,19077.94321,18838.29959,20558.44954,31938.31953,31747.42715,31370.10958,19077.94321,18838.29959,20558.44954,31938.31953,31747.42715,31370.10958
A0A0D9RJ20,39,20,461.102,6.51E-05,8.42E-05,1.626353023,1,I,C,Heat shock protein 90 alpha family class B member 1 OS=Chlorocebus sabaeus GN=HSP90AB1 PE=3 SV=1,305986.6389,328671.7619,334421.2944,519768.8474,532425.1256,523871.7189,305986.6389,328671.7619,334421.2944,519768.8474,532425.1256,523871.7189
A0A0D9RAH5,24,14,274.7275,6.54E-05,8.42E-05,1.316793413,1,C,I,Aldo-keto reductase family 1 member B OS=Chlorocebus sabaeus GN=AKR1B1 PE=4 SV=1,658392.7821,662227.8954,688476.1827,502686.5104,507357.5956,515705.3699,658392.7821,662227.8954,688476.1827,502686.5104,507357.5956,515705.3699
A0A0D9RGJ0,6,3,34.8498,6.55E-05,8.42E-05,1.641064057,1,C,I,Pseudouridylate synthase 7 (putative) OS=Chlorocebus sabaeus GN=PUS7 PE=4 SV=1,125449.1861,127059.0428,122083.5364,72961.03076,79806.50011,75493.98253,125449.1861,127059.0428,122083.5364,72961.03076,79806.50011,75493.98253
A0A0D9RXT2,2,1,16.5083,6.69E-05,8.54E-05,1.86284351,1,C,I,Uncharacterized protein OS=Chlorocebus sabaeus PE=4 SV=1,5736.818242,6135.454888,5830.894957,3359.984353,3083.728339,3059.59126,5736.818242,6135.454888,5830.894957,3359.984353,3083.728339,3059.59126
A0A0D9R370,95,74,882.2025,6.86E-05,8.6E-05,1.191832411,1,I,C,Filamin A OS=Chlorocebus sabaeus GN=FLNA PE=4 SV=1,980658.5264,957468.6543,990228.4929,1158328.135,1167724.18,1164056.889,980658.5264,957468.6543,990228.4929,1158328.135,1167724.18,1164056.889
A0A0D9QZD7,5,3,30.9837,6.87E-05,8.6E-05,1.580499629,1,C,I,Catalase OS=Chlorocebus sabaeus GN=CAT PE=3 SV=1,14151.49932,13383.63822,13309.59185,8441.121721,8470.571467,8931.229297,14151.49932,13383.63822,13309.59185,8441.121721,8470.571467,8931.229297
A0A0D9RKL1,2,1,10.6769,6.92E-05,8.6E-05,1.608156069,1,I,C,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase OS=Chlorocebus sabaeus GN=HACD3 PE=3 SV=1,8840.354202,8770.915373,9416.523189,14833.62709,14597.42825,14033.85362,8840.354202,8770.915373,9416.523189,14833.62709,14597.42825,14033.85362
A0A0D9S3V3,2,2,12.6014,6.94E-05,8.6E-05,1.467231236,1,C,I,Reticulocalbin 3 OS=Chlorocebus sabaeus GN=RCN3 PE=4 SV=1,7736.359718,8265.840526,7821.298149,5405.666408,5501.847826,5329.529936,7736.359718,8265.840526,7821.298149,5405.666408,5501.847826,5329.529936
A0A0D9RFU3;A0A0D9RG33,15,6,86.785,6.96E-05,8.6E-05,1.376380026,1,C,I,ATR serine/threonine kinase OS=Chlorocebus sabaeus GN=ATR PE=3 SV=1,137164.1063,139035.4012,144902.7706,100187.0662,103010.6366,102751.4321,137164.1063,139035.4012,144902.7706,100187.0662,103010.6366,102751.4321
A0A0D9R2R9,4,1,18.6783,7.06E-05,8.63E-05,1.761675268,1,C,I,Alpha-mannosidase OS=Chlorocebus sabaeus PE=3 SV=1,3184.028588,3469.388756,3181.973116,1872.231566,1801.983103,1908.76117,3184.028588,3469.388756,3181.973116,1872.231566,1801.983103,1908.76117
A0A0D9R091,17,14,146.1799,7.09E-05,8.63E-05,1.384659889,1,C,I,Aspartate aminotransferase OS=Chlorocebus sabaeus GN=GOT1 PE=4 SV=1,163431.5411,161102.3789,160490.2082,121045.2947,114070.0642,115168.586,163431.5411,161102.3789,160490.2082,121045.2947,114070.0642,115168.586
A0A0D9RR11;A0A0D9RU75,7,6,48.2692,7.12E-05,8.63E-05,1.776593864,1,C,I,Septin 7 OS=Chlorocebus sabaeus GN=SEPT7 PE=3 SV=1,62918.2668,59536.13962,61822.43607,32628.58008,36078.53027,35017.68921,62918.2668,59536.13962,61822.43607,32628.58008,36078.53027,35017.68921
REVERSE11843,9,5,40.4134,7.26E-05,8.7E-05,2.071817,1,I,C,Reversed Sequence 11843,20474.98383,20225.07475,23147.66507,44488.39247,43892.95012,43899.45667,20474.98383,20225.07475,23147.66507,44488.39247,43892.95012,43899.45667
REVERSE14447,2,2,10.3431,7.27E-05,8.7E-05,3.118799183,1,I,C,Reversed Sequence 14447,2795.862405,3000.606873,3440.005838,9202.156521,10159.18102,9445.373501,2795.862405,3000.606873,3440.005838,9202.156521,10159.18102,9445.373501
A0A0D9RD33,8,5,82.4156,7.37E-05,8.76E-05,1.305548053,1,C,I,Serine and arginine rich splicing factor 3 OS=Chlorocebus sabaeus GN=SRSF3 PE=4 SV=1,178542.5808,179799.3456,185088.1379,137639.1729,136716.7786,141890.7451,178542.5808,179799.3456,185088.1379,137639.1729,136716.7786,141890.7451
A0A0D9S3T6;A0A0D9S9S6,9,2,86.0258,7.47E-05,8.83E-05,1.539994594,1,I,C,Uncharacterized protein OS=Chlorocebus sabaeus PE=3 SV=1,18400.5256,17766.75445,17887.24886,27424.26246,26810.22856,29009.19128,18400.5256,17766.75445,17887.24886,27424.26246,26810.22856,29009.19128
A0A0D9REY5,1,1,4.7286,7.8E-05,9.13E-05,15.74989866,1,C,I,GM2 ganglioside activator OS=Chlorocebus sabaeus GN=GM2A PE=4 SV=1,2385.101962,2552.958074,1926.889239,116.3875704,188.2083163,131.2767132,2385.101962,2552.958074,1926.889239,116.3875704,188.2083163,131.2767132
A0A0D9QWM4,13,11,85.766,7.82E-05,9.13E-05,1.493928302,1,C,I,N-acetylglucosamine-6-sulfatase OS=Chlorocebus sabaeus GN=GNS PE=3 SV=1,151695.1434,152586.5747,157491.6275,98716.63141,105623.3738,104760.0667,151695.1434,152586.5747,157491.6275,98716.63141,105623.3738,104760.0667
